split,sigma,representation,family,method,tuning,pr_auc,roc_auc,youden_threshold,sensitivity,precision,specificity,accuracy,f1,youden_j,best_C,best_cv_roc_auc,n_nonzero_coefs
rep6_fold1,0.0,Raw L2-normalised sampled spectra,Functional linear,Functional logistic regression (L2),inner-CV C,0.8959193809487087,0.9435741050785298,0.4472361809045226,0.8558558558558559,0.8189655172413793,0.9535398230088495,0.9342806394316163,0.8370044052863436,0.8093956788647054,0.01,0.9049023402581167,343.0
rep6_fold1,0.0,Raw L2-normalised sampled spectra,Functional linear,Functional linear SVM,inner-CV C,0.8972696180894019,0.9433149964123416,0.15577889447236182,0.8648648648648649,0.8347826086956521,0.9579646017699115,0.9396092362344582,0.8495575221238938,0.8228294666347764,0.01,0.9035125470075855,343.0
rep6_fold2,0.0,Raw L2-normalised sampled spectra,Distance-based functional,weighted kNN + seuclidean,k=5,0.7991801290516649,0.8911050839404498,0.21608040201005024,0.7678571428571429,0.7350427350427351,0.9312638580931264,0.8987566607460036,0.7510917030567685,0.6991210009502693,,,
rep6_fold2,0.0,Raw L2-normalised sampled spectra,Functional linear,Functional logistic regression (L2),inner-CV C,0.8612577718782676,0.9179204941400063,0.3869346733668342,0.8303571428571429,0.788135593220339,0.9445676274944568,0.9218472468916519,0.808695652173913,0.7749247703515998,0.01,0.9088394259496179,343.0
rep6_fold2,0.0,Raw L2-normalised sampled spectra,Functional linear,Functional linear SVM,inner-CV C,0.8623138347265947,0.9159605638264176,0.15577889447236182,0.8214285714285714,0.8440366972477065,0.9623059866962306,0.9342806394316163,0.832579185520362,0.7837345581248019,0.01,0.9046848694889901,343.0
rep6_fold3,0.0,Raw L2-normalised sampled spectra,Distance-based functional,weighted kNN + seuclidean,k=5,0.8246014261381669,0.9013897687678175,0.22613065326633167,0.7589285714285714,0.8095238095238095,0.9556541019955654,0.91651865008881,0.783410138248848,0.714582673424137,,,
rep6_fold3,0.0,Raw L2-normalised sampled spectra,Functional linear,Functional logistic regression (L2),inner-CV C,0.8636378074099409,0.9039634146341463,0.4020100502512563,0.8303571428571429,0.768595041322314,0.9379157427937915,0.91651865008881,0.7982832618025751,0.7682728856509344,0.01,0.9197817993471186,343.0
rep6_fold3,0.0,Raw L2-normalised sampled spectra,Functional linear,Functional linear SVM,inner-CV C,0.8572282701351885,0.892223630028508,0.15577889447236182,0.8214285714285714,0.773109243697479,0.9401330376940134,0.91651865008881,0.7965367965367965,0.7615616091225847,0.01,0.9185063985477595,343.0
rep6_fold4,0.0,Raw L2-normalised sampled spectra,Distance-based functional,weighted kNN + seuclidean,k=5,0.8186466019832372,0.8883235666772252,0.21105527638190955,0.8035714285714286,0.72,0.9223946784922394,0.8987566607460036,0.759493670886076,0.725966107063668,,,
rep6_fold4,0.0,Raw L2-normalised sampled spectra,Functional linear,Functional logistic regression (L2),inner-CV C,0.8650067275961028,0.9194646816598037,0.3969849246231156,0.8214285714285714,0.7796610169491526,0.9423503325942351,0.9182948490230906,0.8,0.7637789040228065,0.01,0.9185002718832905,343.0
rep6_fold4,0.0,Raw L2-normalised sampled spectra,Functional linear,Functional linear SVM,inner-CV C,0.8642768442207884,0.918811371555274,0.15075376884422112,0.8035714285714286,0.7894736842105263,0.9467849223946785,0.9182948490230906,0.7964601769911505,0.7503563509661071,0.01,0.9170846859702798,343.0
rep7_fold0,0.0,Raw L2-normalised sampled spectra,Distance-based functional,weighted kNN + seuclidean,k=5,0.8104907786716771,0.8930479151718089,0.21105527638190955,0.7387387387387387,0.7961165048543689,0.9535398230088495,0.911190053285968,0.7663551401869159,0.6922785617475884,,,
rep7_fold0,0.0,Raw L2-normalised sampled spectra,Functional linear,Functional logistic regression (L2),inner-CV C,0.8487936503497714,0.8801522761699753,0.3768844221105528,0.8018018018018018,0.7739130434782608,0.9424778761061947,0.9147424511545293,0.7876106194690266,0.7442796779079965,0.01,0.9204584652559479,343.0
rep7_fold0,0.0,Raw L2-normalised sampled spectra,Functional linear,Functional linear SVM,inner-CV C,0.858898303430279,0.8875667703101331,0.1457286432160804,0.8018018018018018,0.8240740740740741,0.9579646017699115,0.9271758436944938,0.8127853881278538,0.7597664035717133,0.01,0.9108226560742488,343.0
rep7_fold1,0.0,Raw L2-normalised sampled spectra,Distance-based functional,weighted kNN + seuclidean,k=5,0.7837440284056092,0.8807003906561428,0.2914572864321608,0.7567567567567568,0.75,0.9380530973451328,0.9023090586145648,0.7533632286995515,0.6948098541018894,,,
rep7_fold1,0.0,Raw L2-normalised sampled spectra,Functional linear,Functional logistic regression (L2),inner-CV C,0.8411958825168632,0.9042493821254883,0.4020100502512563,0.8198198198198198,0.728,0.9247787610619469,0.9040852575488455,0.7711864406779662,0.7445985808817666,0.06309573444801933,0.9249803311777177,343.0
rep7_fold1,0.0,Raw L2-normalised sampled spectra,Functional linear,Functional linear SVM,inner-CV C,0.842476880222155,0.9034521246910628,0.15577889447236182,0.8198198198198198,0.7109375,0.918141592920354,0.8987566607460036,0.7615062761506276,0.7379614127401739,0.01,0.925596492535679,343.0
rep7_fold2,0.0,Raw L2-normalised sampled spectra,Distance-based functional,weighted kNN + seuclidean,k=5,0.7989745830142416,0.8935500475134623,0.21105527638190955,0.8125,0.7711864406779662,0.9401330376940134,0.9147424511545293,0.7913043478260869,0.7526330376940134,,,
rep7_fold2,0.0,Raw L2-normalised sampled spectra,Functional linear,Functional logistic regression (L2),inner-CV C,0.87041296636079,0.9237408932530885,0.4120603015075377,0.8571428571428571,0.768,0.9356984478935698,0.9200710479573713,0.810126582278481,0.7928413050364269,0.06309573444801933,0.9162066144273106,343.0
rep7_fold2,0.0,Raw L2-normalised sampled spectra,Functional linear,Functional linear SVM,inner-CV C,0.8696301662465108,0.9227708267342415,0.18090452261306533,0.8571428571428571,0.7868852459016393,0.9423503325942351,0.9253996447602132,0.8205128205128205,0.7994931897370923,0.01,0.9155174651116589,343.0
rep7_fold3,0.0,Raw L2-normalised sampled spectra,Distance-based functional,weighted kNN + seuclidean,k=5,0.8022448629965906,0.8912337662337663,0.3919597989949749,0.7857142857142857,0.7927927927927928,0.9490022172949002,0.91651865008881,0.7892376681614349,0.734716503009186,,,
rep7_fold3,0.0,Raw L2-normalised sampled spectra,Functional linear,Functional logistic regression (L2),inner-CV C,0.874172311316042,0.9272450110864745,0.4271356783919598,0.8303571428571429,0.788135593220339,0.9445676274944568,0.9218472468916519,0.808695652173913,0.7749247703515998,0.01,0.9071710397994149,343.0
rep7_fold3,0.0,Raw L2-normalised sampled spectra,Functional linear,Functional linear SVM,inner-CV C,0.8760396724856225,0.9375791891035795,0.15577889447236182,0.8125,0.7844827586206896,0.9445676274944568,0.9182948490230906,0.7982456140350878,0.7570676274944568,0.01,0.9025776484415472,343.0
rep7_fold4,0.0,Raw L2-normalised sampled spectra,Distance-based functional,weighted kNN + seuclidean,k=5,0.8254866224038677,0.8849778270509978,0.3919597989949749,0.7767857142857143,0.8285714285714286,0.9600886917960089,0.9236234458259325,0.8018433179723502,0.7368744060817232,,,
rep7_fold4,0.0,Raw L2-normalised sampled spectra,Functional linear,Functional logistic regression (L2),inner-CV C,0.8938024178509817,0.9273439974659486,0.44221105527638194,0.8392857142857143,0.8545454545454545,0.9645232815964523,0.9396092362344582,0.8468468468468469,0.8038089958821666,0.06309573444801933,0.9219566145779662,343.0
rep7_fold4,0.0,Raw L2-normalised sampled spectra,Functional linear,Functional linear SVM,inner-CV C,0.89534041611697,0.9298384542286982,0.15577889447236182,0.8392857142857143,0.8545454545454545,0.9645232815964523,0.9396092362344582,0.8468468468468469,0.8038089958821666,0.01,0.9236829278385389,343.0
rep8_fold0,0.0,Raw L2-normalised sampled spectra,Distance-based functional,weighted kNN + seuclidean,k=5,0.7614023858572394,0.8595631029259349,0.2914572864321608,0.7207207207207207,0.7692307692307693,0.9469026548672567,0.9023090586145648,0.7441860465116279,0.6676233755879775,,,
rep8_fold0,0.0,Raw L2-normalised sampled spectra,Functional linear,Functional logistic regression (L2),inner-CV C,0.8458839255144501,0.9028342501793829,0.40703517587939697,0.8018018018018018,0.8165137614678899,0.9557522123893806,0.9253996447602132,0.8090909090909091,0.7575540141911823,0.01,0.9207519502150973,343.0
rep8_fold0,0.0,Raw L2-normalised sampled spectra,Functional linear,Functional linear SVM,inner-CV C,0.8545555786393132,0.9052260224826596,0.1457286432160804,0.8108108108108109,0.7964601769911505,0.9491150442477876,0.9218472468916519,0.8035714285714286,0.7599258550585986,0.01,0.9153175132672651,343.0
rep8_fold1,0.0,Raw L2-normalised sampled spectra,Distance-based functional,weighted kNN + seuclidean,k=5,0.8303328172695441,0.9053456110978234,0.24120603015075376,0.7657657657657657,0.8095238095238095,0.9557522123893806,0.9182948490230906,0.7870370370370371,0.7215179781551462,,,
rep8_fold1,0.0,Raw L2-normalised sampled spectra,Functional linear,Functional logistic regression (L2),inner-CV C,0.8591809301351381,0.9250179382922745,0.4472361809045226,0.8108108108108109,0.8411214953271028,0.9623893805309734,0.9325044404973357,0.8256880733944955,0.7732001913417843,0.01,0.9156829534866037,343.0
rep8_fold1,0.0,Raw L2-normalised sampled spectra,Functional linear,Functional linear SVM,inner-CV C,0.8449142693746564,0.907577931914215,0.1708542713567839,0.8288288288288288,0.8141592920353983,0.9535398230088495,0.9289520426287744,0.8214285714285714,0.7823686518376785,0.01,0.9163333024043815,343.0
rep8_fold2,0.0,Raw L2-normalised sampled spectra,Distance-based functional,weighted kNN + seuclidean,k=5,0.7868609417486411,0.8857499208108964,0.3768844221105528,0.7410714285714286,0.7830188679245284,0.9490022172949002,0.9076376554174067,0.7614678899082569,0.6900736458663288,,,
rep8_fold2,0.0,Raw L2-normalised sampled spectra,Functional linear,Functional logistic regression (L2),inner-CV C,0.8570860108151269,0.9130305669939818,0.32160804020100503,0.8303571428571429,0.7265625,0.9223946784922394,0.9040852575488455,0.775,0.7527518213493822,0.01,0.9102287977736706,343.0
rep8_fold2,0.0,Raw L2-normalised sampled spectra,Functional linear,Functional linear SVM,inner-CV C,0.866150319245427,0.9093086791257523,0.15577889447236182,0.7946428571428571,0.8640776699029126,0.9689578713968958,0.9342806394316163,0.827906976744186,0.7636007285397528,0.01,0.905391871503156,343.0
rep8_fold3,0.0,Raw L2-normalised sampled spectra,Distance-based functional,weighted kNN + seuclidean,k=5,0.8622664137353988,0.914911308203991,0.23618090452261306,0.8214285714285714,0.8,0.9490022172949002,0.9236234458259325,0.8105726872246696,0.7704307887234716,,,
rep8_fold3,0.0,Raw L2-normalised sampled spectra,Functional linear,Functional logistic regression (L2),inner-CV C,0.8944764564457399,0.9383314855875831,0.40703517587939697,0.8660714285714286,0.7637795275590551,0.9334811529933481,0.9200710479573713,0.8117154811715481,0.7995525815647766,0.01,0.9127781681433937,343.0
rep8_fold3,0.0,Raw L2-normalised sampled spectra,Functional linear,Functional linear SVM,inner-CV C,0.8877992458193417,0.9372030408615775,0.1457286432160804,0.8660714285714286,0.697841726618705,0.9068736141906873,0.8987566607460036,0.7729083665338645,0.7729450427621161,0.01,0.908987470268101,343.0
rep8_fold4,0.0,Raw L2-normalised sampled spectra,Distance-based functional,weighted kNN + seuclidean,k=5,0.8099103743852005,0.9046959138422552,0.21608040201005024,0.8125,0.7398373983739838,0.9290465631929047,0.9058614564831261,0.774468085106383,0.7415465631929048,,,
rep8_fold4,0.0,Raw L2-normalised sampled spectra,Functional linear,Functional logistic regression (L2),inner-CV C,0.8639245051764473,0.8951932214127337,0.3969849246231156,0.8482142857142857,0.76,0.9334811529933481,0.91651865008881,0.8016877637130801,0.7816954387076338,0.01,0.9202052924739048,343.0
rep8_fold4,0.0,Raw L2-normalised sampled spectra,Functional linear,Functional linear SVM,inner-CV C,0.8730544845485725,0.9046761165663604,0.24623115577889448,0.8571428571428571,0.75,0.9290465631929047,0.9147424511545293,0.8,0.7861894203357618,0.01,0.9143866937686198,343.0
rep9_fold0,0.0,Raw L2-normalised sampled spectra,Distance-based functional,weighted kNN + seuclidean,k=5,0.8564820420393038,0.9192178904568287,0.2914572864321608,0.8288288288288288,0.8679245283018868,0.9690265486725663,0.9413854351687388,0.847926267281106,0.7978553775013952,,,
rep9_fold0,0.0,Raw L2-normalised sampled spectra,Functional linear,Functional logistic regression (L2),inner-CV C,0.9047393569253597,0.9345451646336601,0.36683417085427134,0.8828828828828829,0.7903225806451613,0.9424778761061947,0.9307282415630551,0.8340425531914893,0.8253607589890777,0.01,0.91289795039983,343.0
rep9_fold0,0.0,Raw L2-normalised sampled spectra,Functional linear,Functional linear SVM,inner-CV C,0.9054202360517766,0.935940365143905,0.1658291457286432,0.8918918918918919,0.7983870967741935,0.9446902654867256,0.9342806394316163,0.8425531914893617,0.8365821573786176,0.01,0.9137129857831815,343.0
rep9_fold1,0.0,Raw L2-normalised sampled spectra,Distance-based functional,weighted kNN + seuclidean,k=5,0.8540106119650488,0.9088934066810174,0.36180904522613067,0.7747747747747747,0.8113207547169812,0.9557522123893806,0.9200710479573713,0.7926267281105991,0.7305269871641553,,,
rep9_fold1,0.0,Raw L2-normalised sampled spectra,Functional linear,Functional logistic regression (L2),inner-CV C,0.9020382544870702,0.9290839512078449,0.4170854271356784,0.8468468468468469,0.8245614035087719,0.9557522123893806,0.9342806394316163,0.8355555555555556,0.8025990592362273,0.01,0.9127155796475724,343.0
rep9_fold1,0.0,Raw L2-normalised sampled spectra,Functional linear,Functional linear SVM,inner-CV C,0.8966077265335817,0.9207326795822371,0.1708542713567839,0.8468468468468469,0.8173913043478261,0.9535398230088495,0.9325044404973357,0.831858407079646,0.8003866698556963,0.01,0.911502363381249,343.0
rep9_fold2,0.0,Raw L2-normalised sampled spectra,Distance-based functional,weighted kNN + seuclidean,k=5,0.7613612246601762,0.8643391669306303,0.3869346733668342,0.6785714285714286,0.7916666666666666,0.9556541019955654,0.9005328596802842,0.7307692307692307,0.6342255305669942,,,
rep9_fold2,0.0,Raw L2-normalised sampled spectra,Functional linear,Functional logistic regression (L2),inner-CV C,0.8407757079117723,0.8998257839721254,0.457286432160804,0.7589285714285714,0.8415841584158416,0.9645232815964523,0.9236234458259325,0.7981220657276995,0.7234518530250238,0.01,0.9189911081006757,343.0
rep9_fold2,0.0,Raw L2-normalised sampled spectra,Functional linear,Functional linear SVM,inner-CV C,0.8474088485387758,0.9013699714919227,0.15075376884422112,0.7857142857142857,0.7857142857142857,0.9467849223946785,0.9147424511545293,0.7857142857142857,0.7324992081089641,0.01,0.9160845833235407,343.0
rep9_fold3,0.0,Raw L2-normalised sampled spectra,Distance-based functional,weighted kNN + seuclidean,k=5,0.7522974740960264,0.8724659486854609,0.20603015075376885,0.7767857142857143,0.6692307692307692,0.9046563192904656,0.8792184724689165,0.71900826446281,0.6814420335761799,,,
rep9_fold3,0.0,Raw L2-normalised sampled spectra,Functional linear,Functional logistic regression (L2),inner-CV C,0.8075550172372613,0.8932926829268293,0.4020100502512563,0.7857142857142857,0.7333333333333333,0.9290465631929047,0.9005328596802842,0.7586206896551724,0.7147608489071904,0.01,0.9214911889525594,343.0
rep9_fold3,0.0,Raw L2-normalised sampled spectra,Functional linear,Functional linear SVM,inner-CV C,0.789589142535665,0.87864269876465,0.15075376884422112,0.7678571428571429,0.7543859649122807,0.9379157427937915,0.9040852575488455,0.7610619469026548,0.7057728856509344,0.01,0.9201092494755677,343.0
rep9_fold4,0.0,Raw L2-normalised sampled spectra,Distance-based functional,weighted kNN + seuclidean,k=5,0.8129480036374399,0.8955495723788407,0.21608040201005024,0.7857142857142857,0.7213114754098361,0.9246119733924612,0.8969804618117229,0.7521367521367521,0.710326259106747,,,
rep9_fold4,0.0,Raw L2-normalised sampled spectra,Functional linear,Functional logistic regression (L2),inner-CV C,0.8622372688264586,0.9175641431738994,0.4472361809045226,0.8214285714285714,0.7796610169491526,0.9423503325942351,0.9182948490230906,0.8,0.7637789040228065,0.01,0.9113845026323566,343.0
rep9_fold4,0.0,Raw L2-normalised sampled spectra,Functional linear,Functional linear SVM,inner-CV C,0.862646110478844,0.9123178650617675,0.18090452261306533,0.8125,0.7647058823529411,0.9379157427937915,0.9129662522202486,0.7878787878787878,0.7504157427937916,0.01,0.9083219487855043,343.0
rep0_fold0,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Distance-based functional,weighted kNN + seuclidean,k=5,0.8817707770438996,0.9303396316670653,0.22613065326633167,0.8288288288288288,0.8214285714285714,0.9557522123893806,0.9307282415630551,0.8251121076233184,0.7845810412182095,,,
rep0_fold0,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional logistic regression (L2),inner-CV C,0.9260249423727096,0.9587419277684764,0.4120603015075377,0.8738738738738738,0.8290598290598291,0.9557522123893806,0.9396092362344582,0.8508771929824561,0.8296260862632545,0.01,0.9077325001091046,343.0
