source_id,y,class_name,auc,roughness_d1,roughness_d2
190164354254168192,0,non_binary,28.077820094559474,0.0008215050909419836,0.00015211153593098885
190970433715259904,0,non_binary,25.976262184035274,0.00027180012781554243,3.336130883520327e-05
191727718051389312,0,non_binary,27.781968098557513,0.0006101695962416407,0.00010918594860131053
195587076882426880,0,non_binary,29.259600960808974,0.0022779685116436957,0.00037628153385740675
197796403761616256,0,non_binary,26.110272743917132,0.0031213555177759668,0.0005034496523297903
199210757970191744,0,non_binary,31.31123687377029,0.0015124584737918612,0.00026699124950094844
201146826149598464,0,non_binary,27.151637639959347,0.000421250164661545,5.765622966551171e-05
205078336132788352,0,non_binary,29.118178547913303,0.0009571652020366772,0.00013820039306331396
206657161813612288,0,non_binary,28.90651147298119,0.0008742421752153957,0.00014454586408845445
217062978512976000,0,non_binary,28.661365047796725,0.0030491300940359042,0.00044810279469044434
218951870771462144,0,non_binary,25.14363952858401,0.0012458537352013845,0.00023134399674676408
219511728348315520,0,non_binary,31.534434000246705,0.0003850108748597703,4.332800946037212e-05
220091342774317056,1,binary,32.64613498791408,0.0014672058982078092,0.0002535897139450825
220172981513287936,0,non_binary,27.138424995699125,0.0004075556139370747,5.3107978371541245e-05
221005208733887488,0,non_binary,30.069004362655043,0.0015307920106169594,0.00031514499366120817
221190923119953536,0,non_binary,27.200641234814476,0.00044459939350924456,4.995234882719472e-05
221375331836119552,0,non_binary,29.447949354274463,0.00026130900362935906,3.412728953693896e-05
225573267233289600,0,non_binary,29.48153913135839,0.0027976253005140787,0.0005172013604383783
232217547284544896,0,non_binary,28.113153108772174,0.0003812154971896974,4.9570364859674464e-05
234507383322003072,0,non_binary,27.368623970444403,0.003857580250596425,0.0007000443438475826
234861632224343424,0,non_binary,27.36574839389381,0.0003390782075494541,4.7763105928653405e-05
235323736345986176,0,non_binary,29.482234369841596,0.0005221567988213592,6.88632350040158e-05
236173899353193472,0,non_binary,29.056202606784844,0.00030698828819503143,2.620178834787396e-05
236895144624064640,0,non_binary,25.94784688247345,0.0006005224725503588,8.655287473711145e-05
237133566847520000,0,non_binary,28.31857678985619,0.0005998251722893678,7.897165969803573e-05
237331822538478592,0,non_binary,27.671898290470548,0.00033645323623319746,2.7761100535255577e-05
238611138677074560,0,non_binary,29.911635034561698,0.005321729908822342,0.0009701695304710649
239183090879100160,0,non_binary,25.30416594714522,0.001963150050062469,0.0002846302609696257
239492156726524544,1,binary,26.77823033772236,0.00023354797844346727,2.6562220201736837e-05
240035968305378176,0,non_binary,26.328801723519078,0.0003381712867270123,4.374501655212627e-05
240432239167960320,0,non_binary,27.513671731798723,0.0006583582311412009,0.00011261563863823143
240978868246214400,0,non_binary,26.650642362114183,0.001301433211878093,0.0002280315894382649
242105008671742976,0,non_binary,27.702188319857115,0.006081293789889054,0.0012499723024778206
242734753958329728,0,non_binary,29.268889380083284,0.00017838474831700625,1.9776091419838684e-05
247823740446444416,0,non_binary,31.209778275482748,0.0010912708509426764,0.00016142398570130173
